,customer,state,response,coverage,education,effective_to_date,employment_status,gender,location_code,marital_status,renew_offer_type,sales_channel,vehicle_class,vehicle_size,policy_type,policy_number
5439,LR43989,Oregon,No,Basic,High School or Below,2011-01-17,Medical Leave,F,Suburban,Married,Offer1,Web,Four-Door Car,Small,Personal,L3
5440,ER10834,Nevada,No,Basic,Master,2011-01-06,Employed,F,Rural,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal,L3
5441,WL46620,Nevada,No,Basic,Bachelor,2011-02-22,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L3
5442,MO27230,Oregon,No,Basic,College,2011-01-25,Employed,F,Suburban,Married,Offer3,Call Center,SUV,Medsize,Personal,L3
5443,HD32695,Arizona,No,Premium,Bachelor,2011-02-14,Disabled,F,Suburban,Married,Offer4,Call Center,Four-Door Car,Medsize,Personal,L1
5444,ED89934,California,No,Extended,College,2011-01-31,Employed,F,Urban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
5445,WU63862,Oregon,No,Basic,College,2011-01-10,Employed,M,Urban,Single,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
5446,EW27959,California,No,Basic,Bachelor,2011-01-02,Employed,F,Urban,Single,Offer1,Web,Four-Door Car,Medsize,Personal,L2
5447,IG15771,Oregon,No,Premium,College,2011-01-15,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Small,Personal,L3
5448,PJ84431,California,No,Basic,High School or Below,2011-02-12,Employed,M,Suburban,Married,Offer3,Branch,Luxury Car,Medsize,Personal,L3
5449,RW46214,Oregon,No,Basic,High School or Below,2011-02-23,Medical Leave,F,Suburban,Divorced,Offer2,Call Center,Four-Door Car,Medsize,Personal,L1
5450,VP91482,Oregon,No,Basic,Bachelor,2011-02-16,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L2
5451,DZ48278,Nevada,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Personal,L3
5452,HC37968,Oregon,No,Basic,Bachelor,2011-02-22,Unemployed,F,Suburban,Married,Offer1,Call Center,Sports Car,Medsize,Personal,L3
5453,CQ15251,Oregon,No,Basic,Bachelor,2011-01-05,Employed,F,Rural,Married,Offer4,Call Center,Four-Door Car,Large,Personal,L3
5454,QD36906,Nevada,No,Basic,Master,2011-01-03,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
5455,BG95711,California,No,Extended,College,2011-02-22,Employed,F,Rural,Divorced,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5456,HR44460,California,No,Basic,Bachelor,2011-01-14,Employed,F,Rural,Divorced,Offer1,Agent,SUV,Medsize,Personal,L3
5457,NE57101,Oregon,No,Basic,College,2011-02-21,Employed,M,Suburban,Married,Offer2,Branch,SUV,Medsize,Corporate,L3
5458,UQ34669,Arizona,Yes,Basic,Master,2011-01-31,Employed,M,Rural,Divorced,Offer2,Branch,Four-Door Car,Small,Personal,L3
5459,BL42392,Arizona,No,Basic,Doctor,2011-02-20,Medical Leave,M,Urban,Married,Offer3,Agent,Four-Door Car,Large,Personal,L3
5460,WC52068,Oregon,Yes,Basic,College,2011-02-05,Employed,M,Urban,Married,Offer1,Agent,SUV,Medsize,Corporate,L3
5461,GB20532,Arizona,No,Extended,High School or Below,2011-01-17,Unemployed,M,Suburban,Single,Offer1,Web,Four-Door Car,Medsize,Personal,L3
5462,XS74432,California,No,Basic,High School or Below,2011-02-22,Employed,F,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L1
5463,YA10507,California,Yes,Basic,High School or Below,2011-01-15,Employed,M,Rural,Married,Offer2,Agent,Two-Door Car,Medsize,Special,L3
5464,NL59273,Oregon,No,Basic,Doctor,2011-01-21,Employed,F,Urban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
5465,BZ81849,Arizona,No,Basic,Bachelor,2011-02-06,Unemployed,F,Suburban,Married,Offer3,Call Center,Four-Door Car,Medsize,Personal,L3
5466,MF83904,Oregon,No,Basic,Bachelor,2011-01-12,Disabled,F,Suburban,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
5467,MH14039,California,Yes,Basic,High School or Below,2011-01-02,Employed,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Small,Personal,L2
5468,XJ26467,California,No,Extended,College,2011-01-29,Employed,F,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
5469,BC53546,Oregon,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Divorced,Offer4,Call Center,Two-Door Car,Medsize,Personal,L3
5470,KB58189,Oregon,No,Basic,College,2011-02-10,Employed,F,Urban,Married,Offer3,Agent,Four-Door Car,Medsize,Special,L2
5471,FF31523,Washington,No,Premium,Master,2011-02-01,Employed,F,Urban,Married,Offer3,Agent,SUV,Medsize,Corporate,L1
5472,EE98024,California,No,Premium,College,2011-02-02,Medical Leave,F,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Personal,L2
5473,QA50777,Oregon,No,Premium,Bachelor,2011-01-17,Medical Leave,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L2
5474,HW36182,California,No,Basic,Master,2011-02-03,Unemployed,M,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal,L1
5475,SB64064,Nevada,Yes,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Married,Offer2,Call Center,Four-Door Car,Large,Personal,L3
5476,MY60905,California,No,Basic,Bachelor,2011-01-03,Unemployed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal,L3
5477,FB77856,Nevada,Yes,Basic,College,2011-01-20,Retired,M,Suburban,Married,Offer2,Agent,Sports Car,Medsize,Personal,L3
5478,XQ93931,Oregon,No,Basic,College,2011-02-27,Employed,M,Suburban,Married,Offer3,Web,Four-Door Car,Medsize,Corporate,L3
5479,WA74455,Arizona,No,Extended,College,2011-01-26,Unemployed,M,Suburban,Married,Offer2,Agent,SUV,Large,Personal,L1
5480,GK98989,Washington,No,Extended,Bachelor,2011-01-17,Unemployed,M,Suburban,Single,Offer2,Call Center,Four-Door Car,Small,Corporate,L3
5481,VA35421,Nevada,No,Basic,Master,2011-02-02,Employed,F,Rural,Married,Offer2,Branch,Two-Door Car,Large,Personal,L1
5482,BB41401,Arizona,Yes,Extended,High School or Below,2011-01-12,Employed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L3
5483,RQ16234,Arizona,No,Extended,High School or Below,2011-02-16,Employed,F,Rural,Divorced,Offer2,Branch,Sports Car,Medsize,Corporate,L3
5484,DO83789,Arizona,No,Basic,College,2011-02-02,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Small,Personal,L3
5485,AK46006,Oregon,No,Extended,Bachelor,2011-01-17,Medical Leave,M,Suburban,Married,Offer1,Call Center,Luxury SUV,Medsize,Personal,L1
5486,CJ59481,Washington,No,Basic,College,2011-02-28,Employed,M,Rural,Married,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
5487,JL86651,Nevada,No,Premium,College,2011-01-27,Employed,M,Rural,Married,Offer1,Web,Four-Door Car,Medsize,Personal,L2
5488,AN32867,California,No,Extended,Bachelor,2011-02-19,Employed,M,Suburban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5489,AC67315,Nevada,No,Basic,Bachelor,2011-02-21,Employed,F,Suburban,Married,Offer4,Agent,Sports Car,Large,Personal,L2
5490,XN90444,California,No,Basic,Doctor,2011-01-22,Employed,M,Suburban,Single,Offer2,Call Center,Two-Door Car,Medsize,Special,L1
5491,CZ72326,Oregon,No,Extended,High School or Below,2011-01-14,Unemployed,F,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Corporate,L3
5492,FG18525,Nevada,No,Basic,Bachelor,2011-01-23,Unemployed,M,Rural,Married,Offer4,Web,Two-Door Car,Medsize,Personal,L3
5493,HC25359,Oregon,No,Premium,Master,2011-01-06,Employed,F,Urban,Divorced,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
5494,SM39580,Arizona,No,Extended,Doctor,2011-02-09,Unemployed,M,Suburban,Married,Offer2,Call Center,Two-Door Car,Large,Corporate,L2
5495,UU81720,California,No,Basic,High School or Below,2011-01-04,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
5496,WO53546,Oregon,No,Basic,College,2011-01-28,Unemployed,M,Suburban,Divorced,Offer2,Agent,Sports Car,Medsize,Personal,L3
5497,UH76249,Arizona,No,Extended,High School or Below,2011-01-05,Unemployed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L2
5498,YP79029,California,No,Basic,Bachelor,2011-02-07,Employed,M,Suburban,Married,Offer2,Web,Sports Car,Medsize,Corporate,L3
5499,HS79851,Oregon,Yes,Extended,Bachelor,2011-02-14,Retired,M,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Personal,L2
5500,YR49519,Arizona,No,Basic,Bachelor,2011-01-29,Unemployed,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Small,Corporate,L3
5501,AN21193,Washington,No,Basic,Bachelor,2011-01-10,Unemployed,F,Suburban,Single,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
5502,TS98462,Washington,No,Basic,High School or Below,2011-01-15,Employed,F,Rural,Married,Offer3,Branch,Two-Door Car,Medsize,Personal,L3
5503,OB11898,Nevada,No,Basic,College,2011-01-12,Unemployed,F,Suburban,Single,Offer1,Branch,Two-Door Car,Medsize,Personal,L3
5504,RS85283,Oregon,No,Premium,Bachelor,2011-01-16,Employed,M,Suburban,Married,Offer1,Agent,SUV,Small,Personal,L3
5505,NW19960,Oregon,Yes,Basic,College,2011-01-11,Employed,M,Suburban,Married,Offer2,Call Center,SUV,Medsize,Personal,L3
5506,AI11191,Arizona,No,Basic,High School or Below,2011-02-24,Employed,F,Rural,Single,Offer1,Branch,SUV,Medsize,Personal,L2
5507,PF24757,Arizona,Yes,Extended,College,2011-01-09,Employed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L1
5508,NY20756,California,No,Extended,High School or Below,2011-01-28,Employed,M,Suburban,Married,Offer1,Agent,SUV,Medsize,Personal,L3
5509,EU98982,Arizona,No,Basic,High School or Below,2011-01-13,Unemployed,M,Suburban,Single,Offer2,Branch,SUV,Medsize,Personal,L3
5510,GL54755,Washington,No,Extended,Bachelor,2011-01-04,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Corporate,L3
5511,UF13251,Oregon,No,Basic,High School or Below,2011-02-26,Employed,M,Suburban,Married,Offer2,Web,SUV,Medsize,Personal,L2
5512,HK16676,Oregon,No,Basic,High School or Below,2011-01-22,Employed,M,Suburban,Married,Offer1,Agent,Four-Door Car,Small,Corporate,L3
5513,KF80571,Arizona,No,Basic,High School or Below,2011-01-02,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
5514,XB43418,California,No,Extended,College,2011-02-09,Employed,M,Urban,Single,Offer3,Branch,SUV,Small,Special,L2
5515,IA78643,Washington,Yes,Basic,High School or Below,2011-01-02,Unemployed,F,Suburban,Divorced,Offer1,Web,Sports Car,Medsize,Personal,L3
5516,RI97135,Washington,No,Extended,Bachelor,2011-01-07,Unemployed,M,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5517,HZ52656,Washington,Yes,Basic,Bachelor,2011-01-21,Employed,F,Rural,Single,Offer2,Web,Four-Door Car,Medsize,Personal,L3
5518,BM71358,Arizona,No,Extended,High School or Below,2011-01-03,Employed,M,Rural,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
5519,DJ42087,California,No,Premium,High School or Below,2011-01-16,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5520,NV98267,Arizona,No,Basic,Bachelor,2011-01-04,Unemployed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L2
5521,YD27780,Arizona,No,Extended,Bachelor,2011-01-19,Employed,F,Urban,Married,Offer3,Call Center,SUV,Medsize,Corporate,L2
5522,DZ38951,Oregon,No,Extended,High School or Below,2011-02-17,Medical Leave,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
5523,VO84133,California,No,Extended,High School or Below,2011-02-08,Employed,M,Rural,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
5524,FP86246,California,No,Premium,Bachelor,2011-01-31,Employed,M,Urban,Divorced,Offer3,Call Center,Four-Door Car,Medsize,Personal,L2
5525,YA37626,Oregon,No,Extended,Master,2011-01-05,Employed,M,Suburban,Single,Offer4,Branch,SUV,Medsize,Personal,L1
5526,XW54288,California,No,Extended,Bachelor,2011-02-10,Employed,M,Rural,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L3
5527,ET81343,California,No,Extended,Doctor,2011-01-21,Employed,M,Suburban,Divorced,Offer1,Web,Four-Door Car,Medsize,Personal,L3
5528,CW57351,Nevada,No,Extended,College,2011-01-24,Employed,F,Urban,Divorced,Offer2,Agent,Four-Door Car,Small,Personal,L2
5529,EV39201,California,Yes,Extended,College,2011-01-06,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L3
5530,YV40022,California,No,Extended,College,2011-01-18,Unemployed,F,Suburban,Married,Offer1,Branch,Sports Car,Medsize,Personal,L3
5531,IX44049,Oregon,No,Extended,Bachelor,2011-01-29,Employed,M,Suburban,Married,Offer4,Call Center,Two-Door Car,Medsize,Personal,L3
5532,DI51103,Washington,No,Basic,High School or Below,2011-02-11,Unemployed,F,Suburban,Single,Offer2,Call Center,Four-Door Car,Small,Personal,L1
5533,AS78838,California,Yes,Basic,Bachelor,2011-02-09,Medical Leave,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
5534,YJ16399,California,No,Basic,High School or Below,2011-01-01,Unemployed,M,Suburban,Single,Offer3,Branch,Four-Door Car,Medsize,Corporate,L3
5535,LH52773,California,No,Basic,High School or Below,2011-01-17,Employed,F,Suburban,Married,Offer4,Branch,SUV,Medsize,Personal,L3
5536,XF99212,Arizona,No,Basic,College,2011-01-21,Employed,M,Suburban,Married,Offer3,Agent,Two-Door Car,Medsize,Personal,L1
5537,CL52383,Arizona,No,Extended,Bachelor,2011-01-15,Employed,F,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Special,L2
5538,DD28380,Arizona,No,Premium,College,2011-02-09,Medical Leave,F,Suburban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L1
5539,CP87192,California,No,Extended,College,2011-01-08,Medical Leave,F,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
5540,MH43755,Arizona,No,Premium,College,2011-02-14,Disabled,F,Urban,Married,Offer2,Agent,Sports Car,Medsize,Personal,L2
5541,KT38145,California,No,Basic,College,2011-01-30,Unemployed,F,Suburban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L2
5542,FU65756,Arizona,No,Basic,College,2011-02-12,Employed,F,Suburban,Married,Offer1,Branch,SUV,Medsize,Personal,L3
5543,YG92601,California,No,Extended,College,2011-01-10,Employed,M,Rural,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L3
5544,MZ63755,California,Yes,Extended,Bachelor,2011-02-27,Unemployed,F,Suburban,Divorced,Offer1,Call Center,SUV,Medsize,Personal,L1
5545,BI33231,California,No,Extended,High School or Below,2011-02-12,Unemployed,F,Urban,Married,Offer2,Agent,Four-Door Car,Medsize,Personal,L3
5546,ZD71862,Oregon,No,Premium,High School or Below,2011-02-07,Employed,F,Urban,Married,Offer3,Agent,SUV,Small,Personal,L3
5547,VT87641,Washington,No,Extended,Bachelor,2011-02-16,Employed,F,Suburban,Married,Offer3,Call Center,Four-Door Car,Small,Personal,L2
5548,TN61016,California,No,Basic,High School or Below,2011-01-02,Employed,F,Suburban,Divorced,Offer3,Agent,Four-Door Car,Small,Personal,L2
5549,PX27645,California,No,Extended,Bachelor,2011-01-03,Unemployed,M,Suburban,Single,Offer1,Call Center,SUV,Medsize,Personal,L1
5550,IS53899,Nevada,No,Extended,College,2011-02-22,Employed,F,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5551,KC69320,Arizona,No,Basic,Bachelor,2011-02-22,Employed,F,Suburban,Single,Offer2,Agent,Sports Car,Small,Personal,L2
5552,WR86431,Nevada,No,Extended,High School or Below,2011-01-25,Employed,F,Rural,Divorced,Offer1,Agent,SUV,Medsize,Corporate,L1
5553,TY27229,Arizona,No,Premium,Bachelor,2011-02-24,Employed,M,Rural,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L2
5554,LC42182,Nevada,No,Premium,High School or Below,2011-01-23,Employed,F,Rural,Divorced,Offer1,Agent,Luxury SUV,Medsize,Personal,L3
5555,SZ64974,Arizona,No,Basic,Doctor,2011-01-31,Employed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Medsize,Personal,L1
5556,AH89786,Oregon,No,Basic,High School or Below,2011-02-13,Retired,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L1
5557,QO70290,California,No,Extended,Bachelor,2011-02-19,Employed,M,Rural,Married,Offer1,Agent,Sports Car,Medsize,Personal,L1
5558,IR78670,California,No,Premium,Bachelor,2011-02-15,Unemployed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Large,Personal,L3
5559,OU24549,Nevada,No,Basic,Bachelor,2011-02-19,Employed,M,Suburban,Married,Offer1,Call Center,SUV,Medsize,Corporate,L2
5560,OO96263,Nevada,No,Extended,High School or Below,2011-02-11,Employed,F,Suburban,Married,Offer2,Call Center,Two-Door Car,Medsize,Personal,L1
5561,SY86059,California,Yes,Extended,High School or Below,2011-02-24,Unemployed,F,Suburban,Married,Offer1,Agent,Four-Door Car,Large,Corporate,L3
5562,JZ76788,Nevada,No,Extended,College,2011-02-28,Employed,M,Suburban,Single,Offer1,Agent,Two-Door Car,Small,Personal,L2
5563,AB23825,California,No,Extended,College,2011-01-28,Employed,M,Suburban,Single,Offer4,Agent,Two-Door Car,Medsize,Personal,L1
5564,BH61137,Arizona,No,Basic,Bachelor,2011-01-28,Employed,F,Suburban,Married,Offer1,Web,Four-Door Car,Large,Personal,L1
5565,QW21716,Nevada,No,Basic,Bachelor,2011-01-30,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
5566,IU95336,Arizona,No,Basic,High School or Below,2011-02-28,Employed,M,Suburban,Married,Offer2,Branch,Four-Door Car,Medsize,Corporate,L2
5567,TY22591,Washington,No,Basic,College,2011-01-18,Employed,M,Suburban,Married,Offer2,Agent,SUV,Medsize,Personal,L3
5568,VR18539,Washington,No,Basic,College,2011-02-27,Employed,M,Urban,Single,Offer1,Branch,SUV,Medsize,Personal,L2
5569,GD89605,Oregon,No,Basic,Master,2011-02-12,Employed,F,Suburban,Married,Offer4,Agent,Four-Door Car,Small,Corporate,L1
5570,RD47708,Oregon,No,Extended,College,2011-02-04,Employed,M,Rural,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L3
5571,XH47201,California,No,Extended,High School or Below,2011-01-24,Unemployed,M,Suburban,Married,Offer4,Agent,Two-Door Car,Medsize,Personal,L3
5572,TW62773,Washington,No,Extended,High School or Below,2011-02-14,Disabled,F,Suburban,Married,Offer2,Agent,Two-Door Car,Medsize,Corporate,L3
5573,QP77560,California,No,Basic,High School or Below,2011-01-18,Employed,F,Suburban,Married,Offer2,Web,Four-Door Car,Large,Personal,L2
5574,QV66305,Washington,No,Basic,Master,2011-02-07,Employed,F,Suburban,Married,Offer1,Call Center,SUV,Large,Personal,L1
5575,WC83676,Nevada,No,Basic,College,2011-02-18,Employed,M,Urban,Married,Offer2,Web,Four-Door Car,Medsize,Special,L3
5576,QD98396,California,No,Extended,College,2011-02-21,Employed,M,Suburban,Married,Offer1,Agent,Sports Car,Medsize,Personal,L2
5577,AM36670,California,No,Basic,College,2011-02-16,Employed,F,Rural,Single,Offer1,Branch,Four-Door Car,Large,Personal,L3
5578,CJ78727,California,No,Basic,Bachelor,2011-02-21,Unemployed,F,Suburban,Married,Offer4,Call Center,Two-Door Car,Medsize,Corporate,L1
5579,GN61665,Arizona,No,Extended,Bachelor,2011-02-13,Employed,M,Suburban,Married,Offer3,Agent,Sports Car,Medsize,Corporate,L3
5580,HY49431,California,No,Extended,Bachelor,2011-02-26,Employed,F,Urban,Married,Offer3,Branch,Four-Door Car,Medsize,Personal,L1
5581,IK82336,Oregon,No,Basic,College,2011-02-13,Employed,F,Suburban,Married,Offer3,Branch,SUV,Small,Personal,L2
5582,WA16954,Arizona,No,Basic,Master,2011-02-19,Employed,M,Urban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L3
5583,QD69852,Oregon,No,Extended,Bachelor,2011-01-23,Unemployed,M,Suburban,Single,Offer3,Agent,Four-Door Car,Medsize,Personal,L1
5584,XG47945,Oregon,No,Basic,Master,2011-01-26,Employed,M,Suburban,Married,Offer3,Agent,Two-Door Car,Small,Corporate,L3
5585,UV57184,California,No,Basic,Bachelor,2011-02-01,Employed,F,Urban,Married,Offer4,Agent,Four-Door Car,Small,Special,L3
5586,JU55710,Oregon,Yes,Extended,College,2011-02-26,Employed,F,Rural,Married,Offer2,Call Center,Two-Door Car,Large,Personal,L1
5587,PT50287,Oregon,No,Basic,Bachelor,2011-02-27,Employed,F,Urban,Divorced,Offer1,Call Center,Four-Door Car,Medsize,Personal,L1
5588,AB73565,California,No,Extended,Bachelor,2011-02-07,Employed,M,Suburban,Married,Offer2,Branch,Two-Door Car,Medsize,Personal,L3
5589,PK20739,Oregon,No,Premium,Bachelor,2011-01-05,Employed,M,Suburban,Married,Offer1,Branch,Two-Door Car,Medsize,Personal,L1
5590,XI85062,Nevada,No,Basic,Master,2011-01-21,Employed,M,Suburban,Married,Offer2,Agent,Two-Door Car,Small,Personal,L3
5591,KA77514,Washington,No,Basic,High School or Below,2011-02-02,Employed,M,Urban,Married,Offer3,Call Center,Four-Door Car,Medsize,Corporate,L1
5592,ND80148,California,No,Premium,College,2011-01-03,Employed,M,Urban,Married,Offer1,Call Center,Four-Door Car,Medsize,Personal,L3
5593,AK72422,California,No,Premium,College,2011-02-20,Disabled,M,Suburban,Divorced,Offer1,Call Center,Sports Car,Small,Corporate,L3
5594,LN49978,Oregon,No,Basic,Bachelor,2011-02-09,Employed,F,Suburban,Married,Offer4,Branch,Four-Door Car,Medsize,Personal,L2
5595,RZ80299,California,No,Basic,Master,2011-02-23,Employed,F,Suburban,Divorced,Offer3,Agent,Four-Door Car,Small,Personal,L3
5596,QU53781,Oregon,No,Basic,High School or Below,2011-02-08,Employed,M,Suburban,Married,Offer4,Branch,SUV,Medsize,Corporate,L1
5597,MD70013,Nevada,No,Extended,Bachelor,2011-02-05,Employed,F,Rural,Married,Offer1,Agent,Four-Door Car,Small,Personal,L3
5598,QD97878,Nevada,No,Premium,Master,2011-02-21,Medical Leave,M,Suburban,Married,Offer4,Agent,Two-Door Car,Small,Personal,L2
5599,WK24299,California,Yes,Extended,High School or Below,2011-02-18,Retired,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Personal,L3
5600,RJ45123,Oregon,No,Basic,College,2011-02-08,Employed,M,Suburban,Divorced,Offer2,Agent,SUV,Medsize,Personal,L2
5601,HM33037,Arizona,No,Basic,Bachelor,2011-01-10,Disabled,M,Suburban,Married,Offer4,Web,Luxury Car,Medsize,Personal,L1
5602,QY70905,Arizona,No,Basic,College,2011-01-12,Employed,M,Suburban,Married,Offer1,Call Center,Two-Door Car,Medsize,Personal,L3
5603,YL86561,Oregon,No,Basic,High School or Below,2011-02-22,Employed,M,Rural,Married,Offer3,Web,Four-Door Car,Medsize,Personal,L1
5604,LK40971,California,No,Basic,Bachelor,2011-01-24,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Medsize,Personal,L3
5605,UI44314,Arizona,No,Basic,Bachelor,2011-01-25,Employed,M,Urban,Single,Offer1,Branch,Four-Door Car,Medsize,Personal,L3
5606,NN44612,Nevada,No,Basic,Bachelor,2011-02-28,Employed,F,Urban,Divorced,Offer1,Agent,Two-Door Car,Medsize,Personal,L3
5607,MA37431,California,No,Premium,College,2011-01-29,Employed,F,Suburban,Married,Offer1,Call Center,Two-Door Car,Small,Corporate,L2
5608,DP57381,Nevada,No,Extended,College,2011-02-11,Employed,M,Urban,Divorced,Offer3,Branch,Two-Door Car,Medsize,Personal,L2
5609,PX45824,Washington,No,Basic,College,2011-02-13,Unemployed,M,Suburban,Single,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
5610,OG17838,Washington,No,Extended,High School or Below,2011-01-17,Employed,M,Suburban,Divorced,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
5611,WG37485,Oregon,No,Extended,College,2011-01-11,Employed,F,Suburban,Single,Offer2,Call Center,Sports Car,Medsize,Personal,L2
5612,RV95842,California,No,Extended,College,2011-02-07,Retired,M,Suburban,Divorced,Offer2,Branch,Four-Door Car,Medsize,Personal,L2
5613,NG13451,Oregon,No,Basic,High School or Below,2011-02-13,Employed,M,Suburban,Single,Offer2,Call Center,Four-Door Car,Small,Personal,L2
5614,UQ82778,Oregon,No,Basic,High School or Below,2011-02-14,Unemployed,F,Suburban,Divorced,Offer2,Agent,Two-Door Car,Medsize,Personal,L1
5615,ZG16710,Washington,No,Basic,High School or Below,2011-02-09,Employed,M,Suburban,Married,Offer3,Agent,Four-Door Car,Medsize,Personal,L3
5616,OT53330,Arizona,No,Extended,Bachelor,2011-02-21,Employed,F,Suburban,Single,Offer1,Branch,SUV,Medsize,Personal,L3
5617,LZ12396,Arizona,No,Basic,Bachelor,2011-02-05,Employed,F,Urban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L1
5618,UU77151,Washington,No,Extended,College,2011-01-25,Employed,F,Urban,Married,Offer1,Branch,Sports Car,Medsize,Personal,L3
5619,CD71877,Nevada,No,Premium,Bachelor,2011-01-28,Employed,F,Rural,Single,Offer1,Agent,Sports Car,Medsize,Corporate,L3
5620,PA95799,Arizona,No,Basic,College,2011-02-05,Medical Leave,M,Suburban,Married,Offer2,Call Center,Four-Door Car,Medsize,Personal,L1
5621,FK28721,Oregon,No,Basic,High School or Below,2011-01-08,Unemployed,M,Suburban,Single,Offer3,Agent,Two-Door Car,Medsize,Corporate,L2
5622,CM42637,Oregon,No,Basic,Bachelor,2011-02-10,Disabled,M,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Personal,L2
5623,CI47242,Washington,No,Extended,Bachelor,2011-02-10,Unemployed,M,Suburban,Single,Offer1,Agent,SUV,Small,Personal,L1
5624,FE46445,Arizona,No,Extended,High School or Below,2011-01-22,Employed,F,Urban,Married,Offer2,Branch,Four-Door Car,Medsize,Personal,L1
5625,PD32854,Arizona,Yes,Basic,High School or Below,2011-01-19,Medical Leave,F,Suburban,Married,Offer2,Call Center,SUV,Medsize,Personal,L1
5626,GV35061,Oregon,No,Basic,High School or Below,2011-01-08,Employed,M,Urban,Married,Offer2,Branch,Two-Door Car,Medsize,Special,L3
5627,BG44829,Oregon,No,Extended,High School or Below,2011-01-16,Employed,F,Rural,Married,Offer1,Branch,SUV,Medsize,Corporate,L2
5628,RH83684,Oregon,No,Basic,Master,2011-01-07,Employed,F,Rural,Divorced,Offer2,Web,Two-Door Car,Medsize,Personal,L1
5629,SB82356,Nevada,No,Extended,Bachelor,2011-01-29,Retired,F,Suburban,Married,Offer1,Agent,Four-Door Car,Medsize,Corporate,L2
5630,TW49116,Nevada,No,Basic,College,2011-01-03,Unemployed,M,Suburban,Married,Offer1,Branch,Four-Door Car,Medsize,Personal,L2
